"ID","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","subscribed"
29056,35,"management","single","tertiary","no",1632,"yes","no","unknown",2,"jun",430,2,-1,0,"unknown","no"
29057,29,"technician","single","tertiary","no",226,"yes","no","cellular",15,"may",261,1,-1,0,"unknown","no"
29058,39,"blue-collar","married","primary","no",390,"yes","no","cellular",17,"apr",206,1,-1,0,"unknown","no"
29059,33,"blue-collar","single","tertiary","no",700,"no","no","cellular",9,"feb",126,1,88,1,"success","yes"
29060,53,"self-employed","divorced","secondary","no",1287,"no","no","unknown",20,"jun",12,3,-1,0,"unknown","no"
29061,27,"management","single","tertiary","no",1995,"yes","no","unknown",28,"may",239,2,-1,0,"unknown","no"
29062,28,"services","married","secondary","no",0,"yes","no","telephone",14,"may",62,7,-1,0,"unknown","no"
29063,40,"housemaid","divorced","primary","no",1,"no","no","unknown",6,"jun",113,3,-1,0,"unknown","no"
29064,28,"blue-collar","married","primary","no",459,"yes","yes","unknown",3,"jun",178,1,-1,0,"unknown","no"
29065,46,"technician","single","secondary","no",5862,"no","no","cellular",1,"jun",84,1,-1,0,"unknown","yes"
29066,42,"management","married","tertiary","no",1093,"yes","no","unknown",14,"may",260,1,-1,0,"unknown","no"
29067,49,"blue-collar","married","primary","no",490,"yes","no","telephone",18,"may",19,5,364,2,"failure","no"
29068,32,"management","married","tertiary","no",4945,"no","no","cellular",4,"jun",160,1,119,2,"other","yes"
29069,22,"technician","single","secondary","no",0,"yes","no","unknown",27,"may",394,1,-1,0,"unknown","no"
29070,42,"admin.","single","primary","no",629,"yes","no","unknown",29,"may",164,3,-1,0,"unknown","no"
29071,32,"management","married","tertiary","no",273,"yes","yes","cellular",18,"jul",97,3,-1,0,"unknown","no"
29072,40,"management","married","tertiary","no",710,"yes","no","cellular",5,"may",266,1,298,2,"failure","no"
29073,36,"technician","married","secondary","no",659,"yes","no","cellular",29,"jan",224,2,-1,0,"unknown","no"
29074,36,"technician","single","secondary","no",1044,"yes","no","cellular",20,"aug",15,19,-1,0,"unknown","no"
29075,21,"blue-collar","single","secondary","no",2265,"no","no","cellular",27,"may",156,4,99,2,"success","no"
29076,31,"management","single","tertiary","no",177,"yes","no","cellular",15,"may",124,1,-1,0,"unknown","no"
29077,35,"management","single","tertiary","no",243,"yes","no","unknown",12,"may",102,3,-1,0,"unknown","no"
29078,35,"blue-collar","married","secondary","no",149,"yes","no","cellular",29,"apr",507,3,349,1,"other","yes"
29079,31,"self-employed","single","secondary","no",532,"yes","no","unknown",16,"may",90,7,-1,0,"unknown","no"
29080,47,"blue-collar","married","primary","no",-169,"yes","yes","cellular",14,"may",172,2,310,1,"failure","no"
29081,36,"management","single","tertiary","no",0,"yes","yes","cellular",7,"aug",122,5,-1,0,"unknown","no"
29082,32,"housemaid","married","secondary","no",30,"yes","no","cellular",17,"apr",245,5,-1,0,"unknown","no"
29083,43,"admin.","married","secondary","no",25741,"yes","no","unknown",30,"may",464,2,-1,0,"unknown","no"
29084,49,"services","married","primary","no",4713,"yes","no","telephone",21,"nov",33,1,-1,0,"unknown","no"
29085,31,"management","married","tertiary","no",35,"yes","yes","cellular",19,"nov",323,2,-1,0,"unknown","no"
29086,57,"retired","married","secondary","no",415,"no","no","cellular",6,"oct",408,1,410,2,"failure","no"
29087,51,"technician","married","unknown","no",205,"yes","yes","unknown",13,"may",665,1,-1,0,"unknown","no"
29088,30,"technician","married","tertiary","no",141,"no","no","cellular",29,"jan",166,2,-1,0,"unknown","no"
29089,39,"technician","married","secondary","no",501,"no","no","unknown",26,"may",289,1,-1,0,"unknown","no"
29090,49,"services","married","secondary","no",653,"no","no","cellular",11,"aug",317,2,-1,0,"unknown","no"
29091,32,"technician","married","tertiary","no",60,"no","no","cellular",19,"aug",153,7,-1,0,"unknown","no"
29092,41,"unemployed","married","tertiary","no",0,"no","no","cellular",29,"apr",882,1,181,3,"success","yes"
29093,48,"management","single","tertiary","no",0,"yes","yes","cellular",8,"may",76,1,-1,0,"unknown","no"
29094,40,"management","married","tertiary","no",132,"yes","yes","cellular",18,"nov",170,2,-1,0,"unknown","no"
29095,40,"blue-collar","married","secondary","no",271,"yes","no","unknown",29,"may",483,2,-1,0,"unknown","no"
29096,29,"services","married","secondary","no",3748,"no","no","cellular",28,"may",322,3,-1,0,"unknown","no"
29097,53,"blue-collar","married","secondary","no",974,"yes","no","unknown",26,"may",197,2,-1,0,"unknown","no"
29098,59,"retired","married","primary","no",143,"yes","no","unknown",19,"jun",11,1,-1,0,"unknown","no"
29099,36,"services","single","secondary","no",260,"yes","no","unknown",27,"may",132,8,-1,0,"unknown","no"
29100,51,"management","divorced","secondary","no",292,"no","no","cellular",26,"aug",146,9,-1,0,"unknown","no"
29101,35,"blue-collar","single","primary","no",246,"no","no","cellular",14,"may",157,2,345,5,"failure","no"
29102,43,"blue-collar","married","secondary","no",2355,"yes","yes","cellular",13,"apr",333,3,-1,0,"unknown","no"
29103,41,"management","divorced","tertiary","no",-78,"yes","no","cellular",3,"feb",69,4,252,4,"failure","no"
29104,32,"blue-collar","single","secondary","no",2,"no","no","unknown",9,"may",144,2,-1,0,"unknown","no"
29105,39,"blue-collar","married","secondary","no",366,"yes","no","cellular",28,"jul",551,5,-1,0,"unknown","no"
29106,49,"blue-collar","divorced","secondary","no",4177,"yes","no","cellular",15,"jul",275,4,-1,0,"unknown","no"
29107,46,"management","married","tertiary","no",4693,"no","yes","cellular",7,"aug",79,1,394,2,"failure","yes"
29108,31,"services","single","secondary","no",-779,"yes","no","unknown",28,"may",198,2,-1,0,"unknown","no"
29109,34,"technician","single","tertiary","no",759,"no","no","unknown",20,"may",265,1,-1,0,"unknown","no"
29110,38,"services","divorced","secondary","no",8554,"yes","no","cellular",21,"nov",29,2,176,4,"other","no"
29111,46,"technician","married","secondary","no",6993,"yes","no","cellular",17,"apr",326,3,148,1,"success","no"
29112,76,"retired","married","primary","no",1492,"no","no","telephone",3,"nov",383,1,-1,0,"unknown","yes"
29113,59,"admin.","married","secondary","no",1575,"yes","no","cellular",22,"aug",1241,11,-1,0,"unknown","yes"
29114,45,"blue-collar","married","secondary","no",3412,"yes","no","cellular",12,"may",101,2,-1,0,"unknown","no"
29115,59,"retired","divorced","secondary","no",337,"yes","no","unknown",15,"may",118,4,-1,0,"unknown","no"
29116,31,"technician","married","tertiary","no",4315,"yes","no","unknown",21,"may",359,1,-1,0,"unknown","no"
29117,47,"blue-collar","married","primary","no",85,"no","no","cellular",25,"aug",454,4,-1,0,"unknown","no"
29118,36,"services","married","secondary","no",115,"no","no","unknown",21,"may",114,1,-1,0,"unknown","no"
29119,38,"technician","married","secondary","no",201,"yes","no","cellular",2,"feb",43,1,-1,0,"unknown","no"
29120,35,"admin.","married","secondary","no",69,"yes","yes","unknown",6,"may",235,2,-1,0,"unknown","no"
29121,35,"management","married","tertiary","no",2717,"no","no","cellular",13,"aug",394,6,-1,0,"unknown","yes"
29122,27,"technician","single","secondary","no",1742,"yes","no","unknown",16,"may",787,1,-1,0,"unknown","yes"
29123,47,"admin.","divorced","secondary","no",95,"yes","yes","telephone",28,"jan",270,3,-1,0,"unknown","no"
29124,41,"self-employed","single","tertiary","no",1755,"no","no","unknown",11,"jun",152,10,-1,0,"unknown","no"
29125,37,"technician","married","secondary","no",1707,"yes","no","cellular",26,"jul",546,2,784,3,"failure","yes"
29126,18,"student","single","unknown","no",35,"no","no","telephone",21,"aug",104,2,-1,0,"unknown","no"
29127,40,"technician","married","tertiary","no",180,"yes","yes","cellular",21,"nov",48,4,-1,0,"unknown","no"
29128,48,"blue-collar","divorced","primary","no",0,"no","no","unknown",6,"jun",248,2,-1,0,"unknown","no"
29129,35,"entrepreneur","single","tertiary","no",3302,"yes","yes","cellular",18,"may",207,3,-1,0,"unknown","no"
29130,30,"management","single","tertiary","no",533,"no","no","cellular",4,"may",365,4,-1,0,"unknown","yes"
29131,49,"technician","divorced","secondary","no",5,"no","no","cellular",19,"aug",131,2,-1,0,"unknown","no"
29132,30,"entrepreneur","divorced","tertiary","no",1192,"no","no","cellular",29,"jan",83,2,-1,0,"unknown","no"
29133,62,"retired","married","tertiary","no",4692,"yes","no","cellular",15,"oct",73,1,-1,0,"unknown","no"
29134,32,"technician","married","secondary","no",3067,"yes","no","unknown",20,"may",138,2,-1,0,"unknown","no"
29135,52,"technician","married","secondary","no",1781,"yes","no","unknown",19,"may",144,2,-1,0,"unknown","no"
29136,58,"technician","married","secondary","no",-942,"yes","no","cellular",17,"nov",131,1,-1,0,"unknown","no"
29137,44,"blue-collar","married","primary","no",77,"yes","no","unknown",29,"may",23,1,-1,0,"unknown","no"
29138,32,"self-employed","single","tertiary","no",444,"no","no","cellular",19,"nov",101,1,-1,0,"unknown","no"
29139,30,"self-employed","married","secondary","no",131,"yes","no","unknown",8,"may",306,1,-1,0,"unknown","no"
29140,48,"management","married","secondary","no",117,"yes","no","cellular",16,"apr",635,1,-1,0,"unknown","no"
29141,41,"services","married","secondary","no",146,"yes","yes","unknown",3,"jun",199,1,-1,0,"unknown","no"
29142,26,"admin.","married","secondary","no",3415,"no","no","cellular",8,"apr",209,1,-1,0,"unknown","yes"
29143,39,"housemaid","married","primary","no",15352,"no","no","unknown",16,"jun",99,1,-1,0,"unknown","no"
29144,45,"blue-collar","married","secondary","no",2603,"yes","yes","cellular",7,"aug",235,2,-1,0,"unknown","no"
29145,21,"student","single","secondary","no",357,"no","no","cellular",2,"sep",115,3,-1,0,"unknown","no"
29146,31,"student","single","unknown","no",640,"no","no","cellular",3,"feb",92,1,-1,0,"unknown","no"
29147,53,"unknown","married","unknown","no",1347,"no","no","unknown",5,"jun",92,2,-1,0,"unknown","no"
29148,56,"self-employed","married","secondary","no",445,"no","no","cellular",7,"aug",59,2,-1,0,"unknown","no"
29149,35,"blue-collar","single","secondary","no",505,"no","yes","cellular",30,"jan",109,3,-1,0,"unknown","no"
29150,36,"housemaid","married","secondary","no",2880,"no","no","unknown",12,"jun",283,1,-1,0,"unknown","no"
29151,42,"self-employed","married","tertiary","no",-1781,"yes","yes","cellular",7,"aug",197,2,-1,0,"unknown","no"
29152,53,"blue-collar","married","secondary","no",1777,"yes","no","cellular",21,"nov",796,5,154,1,"failure","yes"
29153,33,"technician","married","secondary","no",668,"yes","yes","cellular",13,"may",771,2,173,4,"other","no"
29154,37,"services","single","secondary","no",1175,"yes","no","cellular",15,"may",102,1,333,2,"failure","no"
29155,26,"student","single","secondary","no",203,"no","no","cellular",16,"nov",104,1,196,1,"failure","no"
29156,39,"technician","married","secondary","no",24,"yes","no","cellular",28,"jan",79,4,-1,0,"unknown","no"
29157,36,"admin.","divorced","secondary","no",869,"yes","no","cellular",14,"may",102,1,350,1,"failure","no"
29158,44,"technician","married","secondary","no",-97,"yes","no","unknown",7,"may",408,3,-1,0,"unknown","no"
29159,26,"management","single","tertiary","no",3,"yes","no","cellular",23,"jul",106,1,-1,0,"unknown","no"
29160,32,"technician","single","secondary","no",674,"yes","yes","cellular",15,"apr",169,1,316,3,"failure","no"
29161,36,"blue-collar","single","secondary","no",2235,"yes","no","cellular",20,"nov",287,2,-1,0,"unknown","no"
29162,58,"entrepreneur","married","primary","no",52499,"no","no","unknown",6,"jun",198,2,-1,0,"unknown","no"
29163,31,"technician","single","tertiary","no",948,"yes","no","unknown",8,"may",91,2,-1,0,"unknown","no"
29164,37,"blue-collar","married","secondary","no",1403,"no","no","unknown",9,"oct",14,1,-1,0,"unknown","no"
29165,43,"technician","married","tertiary","no",80,"no","no","cellular",28,"aug",9,32,-1,0,"unknown","no"
29166,31,"technician","married","secondary","no",-576,"yes","no","unknown",26,"may",93,2,-1,0,"unknown","no"
29167,38,"admin.","single","secondary","no",115,"no","no","cellular",5,"aug",250,3,182,10,"failure","no"
29168,54,"housemaid","married","unknown","no",0,"no","no","cellular",14,"apr",94,5,145,3,"other","no"
29169,57,"management","divorced","tertiary","no",429,"yes","no","cellular",17,"jul",245,1,-1,0,"unknown","no"
29170,47,"admin.","married","secondary","no",6695,"no","no","telephone",21,"nov",129,3,-1,0,"unknown","no"
29171,54,"admin.","married","secondary","no",263,"no","yes","telephone",29,"jan",283,4,195,7,"failure","no"
29172,43,"blue-collar","married","secondary","no",2160,"no","no","cellular",2,"jun",169,1,-1,0,"unknown","yes"
29173,39,"technician","married","secondary","no",0,"yes","yes","cellular",4,"feb",60,1,-1,0,"unknown","no"
29174,40,"management","single","tertiary","no",402,"yes","no","unknown",30,"may",243,3,-1,0,"unknown","no"
29175,56,"housemaid","married","primary","no",82,"no","no","unknown",16,"may",215,1,-1,0,"unknown","no"
29176,43,"management","married","tertiary","no",62,"yes","no","cellular",23,"jul",212,3,-1,0,"unknown","no"
29177,35,"technician","single","secondary","no",1708,"yes","no","unknown",2,"jun",110,3,-1,0,"unknown","no"
29178,33,"technician","married","secondary","no",118,"yes","no","cellular",29,"aug",103,2,-1,0,"unknown","no"
29179,43,"services","divorced","secondary","no",1043,"yes","no","cellular",17,"nov",57,4,119,3,"failure","no"
29180,43,"entrepreneur","married","secondary","no",59,"no","no","unknown",13,"may",437,2,-1,0,"unknown","no"
29181,34,"blue-collar","married","primary","no",-144,"yes","no","unknown",6,"may",79,2,-1,0,"unknown","no"
29182,48,"services","married","unknown","no",1705,"yes","no","unknown",5,"may",107,1,-1,0,"unknown","no"
29183,33,"blue-collar","married","secondary","no",1221,"yes","no","cellular",7,"may",127,6,-1,0,"unknown","no"
29184,26,"management","single","tertiary","no",170,"no","no","cellular",15,"jun",129,1,-1,0,"unknown","yes"
29185,46,"technician","divorced","tertiary","no",0,"no","no","cellular",28,"jan",1199,2,-1,0,"unknown","yes"
29186,37,"services","single","secondary","no",342,"yes","no","cellular",4,"feb",127,1,273,1,"failure","no"
29187,40,"self-employed","married","primary","no",624,"no","no","cellular",10,"jul",228,1,-1,0,"unknown","no"
29188,27,"admin.","married","tertiary","no",2855,"no","no","cellular",22,"jul",138,2,178,4,"success","yes"
29189,34,"technician","single","secondary","no",1763,"no","no","cellular",11,"aug",246,2,-1,0,"unknown","no"
29190,30,"blue-collar","married","primary","no",-93,"yes","no","cellular",13,"apr",173,4,-1,0,"unknown","no"
29191,37,"blue-collar","single","primary","no",6969,"yes","no","unknown",20,"may",412,1,-1,0,"unknown","no"
29192,41,"management","married","tertiary","no",2251,"no","no","cellular",26,"aug",338,9,-1,0,"unknown","no"
29193,51,"admin.","married","secondary","no",2662,"no","no","telephone",28,"jan",148,2,-1,0,"unknown","no"
29194,30,"admin.","married","secondary","no",1165,"no","no","cellular",25,"may",205,1,35,2,"failure","no"
29195,35,"management","single","tertiary","no",331,"no","no","cellular",14,"aug",857,2,-1,0,"unknown","yes"
29196,41,"blue-collar","married","secondary","no",16,"no","no","cellular",29,"jan",553,2,-1,0,"unknown","no"
29197,45,"technician","married","secondary","no",760,"no","no","cellular",7,"aug",95,2,-1,0,"unknown","no"
29198,25,"blue-collar","single","secondary","no",579,"yes","no","unknown",28,"may",225,4,-1,0,"unknown","no"
29199,36,"technician","married","secondary","no",361,"no","no","cellular",6,"aug",188,4,-1,0,"unknown","no"
29200,55,"technician","married","primary","no",1498,"no","yes","unknown",17,"jun",345,2,-1,0,"unknown","no"
29201,62,"retired","married","primary","no",1742,"no","no","cellular",14,"jun",167,2,98,6,"other","yes"
29202,35,"admin.","single","secondary","no",321,"no","no","cellular",21,"jul",143,1,412,3,"other","yes"
29203,38,"technician","married","secondary","no",253,"yes","no","unknown",5,"may",416,1,-1,0,"unknown","no"
29204,33,"technician","married","tertiary","no",5641,"no","no","cellular",18,"aug",168,2,-1,0,"unknown","no"
29205,43,"services","married","secondary","no",-416,"yes","yes","cellular",11,"may",114,1,301,3,"failure","no"
29206,32,"technician","married","tertiary","no",2976,"yes","no","cellular",14,"aug",88,5,-1,0,"unknown","no"
29207,38,"technician","single","tertiary","no",1619,"no","no","unknown",9,"jun",324,1,-1,0,"unknown","no"
29208,36,"management","married","tertiary","no",659,"no","no","cellular",28,"aug",90,13,-1,0,"unknown","no"
29209,54,"blue-collar","married","secondary","no",-630,"no","no","unknown",23,"may",173,1,-1,0,"unknown","no"
29210,33,"admin.","divorced","primary","no",1416,"yes","no","unknown",2,"jun",239,4,-1,0,"unknown","no"
29211,27,"services","single","secondary","no",-20,"no","no","unknown",16,"may",757,6,-1,0,"unknown","no"
29212,74,"retired","married","primary","no",279,"no","no","telephone",15,"oct",227,1,-1,0,"unknown","no"
29213,35,"management","married","tertiary","no",0,"yes","no","cellular",20,"nov",197,4,30,1,"failure","no"
29214,47,"admin.","married","secondary","no",520,"no","no","telephone",9,"feb",7,6,-1,0,"unknown","no"
29215,30,"management","married","tertiary","no",4145,"yes","yes","cellular",18,"jul",302,1,-1,0,"unknown","no"
29216,38,"admin.","single","unknown","no",31,"no","no","cellular",20,"apr",59,3,-1,0,"unknown","no"
29217,43,"management","married","tertiary","no",0,"yes","no","cellular",5,"feb",280,2,-1,0,"unknown","no"
29218,36,"blue-collar","married","secondary","no",740,"yes","no","unknown",30,"may",171,2,-1,0,"unknown","no"
29219,34,"services","single","secondary","no",-92,"yes","no","unknown",27,"may",236,1,-1,0,"unknown","no"
29220,34,"entrepreneur","married","tertiary","no",412,"yes","yes","cellular",8,"jul",164,1,-1,0,"unknown","no"
29221,47,"blue-collar","married","secondary","no",71,"yes","no","cellular",11,"may",170,1,370,1,"failure","no"
29222,34,"admin.","married","primary","no",412,"yes","no","cellular",13,"may",217,1,287,2,"failure","no"
29223,58,"blue-collar","married","primary","no",47,"no","no","cellular",6,"aug",281,2,-1,0,"unknown","no"
29224,43,"management","married","tertiary","no",78,"yes","no","cellular",21,"nov",36,1,109,1,"other","no"
29225,41,"entrepreneur","married","secondary","no",1249,"yes","no","cellular",9,"jul",391,1,-1,0,"unknown","no"
29226,46,"technician","married","secondary","no",0,"no","no","cellular",30,"jul",77,2,-1,0,"unknown","no"
29227,44,"entrepreneur","divorced","secondary","no",1,"no","no","cellular",31,"jul",388,4,-1,0,"unknown","no"
29228,33,"management","married","tertiary","no",1778,"no","no","cellular",12,"feb",388,1,-1,0,"unknown","yes"
29229,35,"blue-collar","married","primary","no",-12,"yes","no","unknown",12,"may",212,5,-1,0,"unknown","no"
29230,56,"technician","married","secondary","no",1750,"no","no","cellular",19,"aug",629,7,-1,0,"unknown","no"
29231,39,"technician","single","tertiary","no",47,"yes","no","unknown",5,"may",181,1,-1,0,"unknown","no"
29232,73,"retired","married","unknown","no",519,"no","no","telephone",16,"oct",434,1,57,1,"failure","yes"
29233,33,"self-employed","married","secondary","no",77,"no","no","cellular",28,"aug",958,6,-1,0,"unknown","no"
29234,27,"technician","single","secondary","no",1842,"yes","yes","cellular",18,"may",687,2,300,1,"failure","no"
29235,34,"blue-collar","single","primary","no",4260,"yes","no","cellular",15,"may",375,1,-1,0,"unknown","no"
29236,36,"technician","single","secondary","no",317,"yes","no","cellular",30,"jan",198,2,266,2,"failure","no"
29237,29,"admin.","single","secondary","no",2768,"yes","no","unknown",2,"jun",121,4,-1,0,"unknown","no"
29238,38,"entrepreneur","married","tertiary","no",227,"yes","no","cellular",4,"feb",89,1,209,1,"failure","no"
29239,46,"blue-collar","single","secondary","no",0,"no","no","unknown",21,"may",27,10,-1,0,"unknown","no"
29240,50,"technician","married","secondary","no",3370,"no","no","cellular",2,"jun",160,2,-1,0,"unknown","yes"
29241,47,"blue-collar","divorced","primary","yes",0,"yes","no","cellular",28,"jul",327,3,-1,0,"unknown","no"
29242,29,"student","single","secondary","no",459,"no","no","cellular",15,"dec",279,3,189,19,"other","yes"
29243,25,"technician","single","secondary","no",1116,"no","yes","unknown",17,"jun",68,6,-1,0,"unknown","no"
29244,29,"self-employed","single","tertiary","no",415,"no","no","cellular",29,"jan",122,1,-1,0,"unknown","no"
29245,40,"management","single","unknown","no",838,"yes","no","unknown",12,"may",619,3,-1,0,"unknown","no"
29246,46,"services","married","secondary","no",1381,"yes","no","cellular",22,"may",115,3,379,1,"failure","no"
29247,44,"technician","married","secondary","no",310,"yes","no","cellular",6,"feb",200,1,253,1,"failure","no"
29248,54,"technician","married","secondary","no",465,"yes","yes","cellular",17,"nov",92,1,-1,0,"unknown","no"
29249,60,"technician","divorced","secondary","no",367,"no","no","cellular",16,"aug",318,2,-1,0,"unknown","yes"
29250,39,"management","married","tertiary","no",4539,"no","no","cellular",30,"apr",301,1,-1,0,"unknown","no"
29251,38,"technician","married","tertiary","no",447,"yes","no","cellular",2,"feb",224,1,269,1,"failure","no"
29252,36,"student","single","unknown","no",36,"yes","no","unknown",29,"may",705,1,-1,0,"unknown","no"
29253,45,"technician","divorced","tertiary","no",917,"no","no","cellular",27,"aug",144,8,-1,0,"unknown","no"
29254,29,"blue-collar","married","secondary","no",912,"yes","no","cellular",13,"may",785,1,-1,0,"unknown","no"
29255,55,"blue-collar","married","secondary","no",2854,"yes","no","cellular",7,"may",312,1,-1,0,"unknown","no"
29256,40,"admin.","married","secondary","no",0,"no","no","cellular",28,"jul",496,2,182,11,"success","yes"
29257,24,"admin.","single","tertiary","no",674,"yes","no","cellular",6,"jul",267,1,-1,0,"unknown","yes"
29258,31,"technician","single","tertiary","no",703,"yes","no","unknown",8,"may",943,2,-1,0,"unknown","yes"
29259,33,"technician","married","secondary","no",1234,"no","no","cellular",19,"nov",109,1,10,1,"failure","no"
29260,34,"management","married","tertiary","no",158,"no","no","cellular",9,"mar",212,3,181,6,"success","yes"
29261,33,"management","married","tertiary","no",801,"no","no","cellular",19,"aug",133,4,-1,0,"unknown","no"
29262,39,"admin.","divorced","secondary","no",-427,"yes","no","cellular",13,"may",8,5,-1,0,"unknown","no"
29263,31,"self-employed","married","tertiary","no",1194,"yes","no","cellular",15,"may",50,1,-1,0,"unknown","no"
29264,33,"management","married","tertiary","no",1388,"yes","no","cellular",10,"nov",280,1,89,2,"failure","no"
29265,37,"blue-collar","divorced","secondary","no",-59,"yes","no","cellular",15,"may",169,1,352,1,"failure","no"
29266,38,"management","single","tertiary","no",16957,"yes","no","unknown",27,"may",142,2,-1,0,"unknown","no"
29267,52,"management","married","unknown","no",2240,"yes","no","unknown",13,"may",845,1,-1,0,"unknown","yes"
29268,33,"management","single","tertiary","no",437,"yes","no","cellular",21,"nov",285,1,179,4,"other","no"
29269,37,"blue-collar","married","primary","no",3574,"yes","no","unknown",2,"jun",152,2,-1,0,"unknown","no"
29270,50,"blue-collar","single","primary","no",496,"yes","no","cellular",8,"may",108,1,-1,0,"unknown","no"
29271,30,"management","single","tertiary","no",4319,"yes","no","cellular",19,"nov",144,1,-1,0,"unknown","no"
29272,55,"blue-collar","married","primary","no",663,"yes","no","cellular",6,"may",230,1,-1,0,"unknown","no"
29273,40,"entrepreneur","married","secondary","no",285,"no","no","cellular",18,"may",261,1,178,1,"failure","no"
29274,47,"admin.","married","secondary","no",3480,"no","no","cellular",16,"apr",443,1,-1,0,"unknown","yes"
29275,36,"unemployed","single","tertiary","no",1316,"yes","no","unknown",30,"may",265,2,-1,0,"unknown","no"
29276,39,"entrepreneur","married","tertiary","no",1654,"no","no","cellular",17,"nov",376,1,-1,0,"unknown","no"
29277,31,"admin.","married","secondary","no",728,"yes","yes","cellular",15,"may",152,1,352,4,"failure","no"
29278,59,"blue-collar","married","primary","no",8,"no","no","telephone",28,"jan",56,1,-1,0,"unknown","no"
29279,46,"technician","married","secondary","no",9299,"no","no","cellular",21,"oct",201,5,94,3,"success","no"
29280,37,"admin.","single","secondary","no",515,"yes","no","cellular",20,"apr",59,1,-1,0,"unknown","no"
29281,31,"management","single","tertiary","no",0,"no","no","cellular",19,"aug",133,2,-1,0,"unknown","no"
29282,37,"admin.","divorced","secondary","no",5768,"yes","no","cellular",18,"may",297,1,-1,0,"unknown","no"
29283,54,"blue-collar","married","secondary","no",506,"yes","no","cellular",18,"nov",172,2,104,2,"failure","no"
29284,35,"management","married","secondary","yes",-550,"no","yes","cellular",23,"jul",874,3,-1,0,"unknown","no"
29285,53,"blue-collar","single","secondary","no",1442,"no","no","telephone",9,"dec",137,8,188,2,"other","no"
29286,34,"management","married","tertiary","no",589,"no","no","cellular",19,"apr",125,2,-1,0,"unknown","yes"
29287,70,"retired","married","primary","no",324,"no","no","cellular",15,"nov",78,1,96,7,"success","no"
29288,56,"services","married","secondary","no",22196,"yes","no","cellular",21,"nov",189,1,-1,0,"unknown","no"
29289,40,"blue-collar","married","primary","no",5560,"yes","no","unknown",11,"jun",93,3,-1,0,"unknown","no"
29290,38,"services","married","tertiary","no",1018,"no","no","unknown",16,"jun",325,3,-1,0,"unknown","no"
29291,43,"blue-collar","married","primary","no",575,"no","no","cellular",2,"feb",237,1,-1,0,"unknown","no"
29292,31,"services","married","secondary","no",1783,"yes","yes","cellular",6,"may",219,1,-1,0,"unknown","no"
29293,39,"management","married","secondary","no",0,"yes","no","cellular",27,"aug",63,3,-1,0,"unknown","no"
29294,44,"management","married","tertiary","no",1850,"yes","no","cellular",6,"may",274,1,-1,0,"unknown","no"
29295,28,"blue-collar","single","secondary","no",-267,"yes","no","cellular",15,"may",145,2,329,4,"failure","no"
29296,31,"management","married","secondary","no",625,"yes","no","cellular",7,"apr",424,1,138,1,"failure","no"
29297,36,"management","married","tertiary","no",2823,"no","no","unknown",9,"jun",411,2,-1,0,"unknown","no"
29298,39,"housemaid","married","tertiary","no",2990,"no","no","telephone",30,"apr",127,4,-1,0,"unknown","no"
29299,40,"services","married","secondary","no",-342,"yes","no","unknown",26,"may",754,1,-1,0,"unknown","no"
29300,45,"management","single","tertiary","no",4831,"no","no","cellular",29,"jan",479,11,-1,0,"unknown","yes"
29301,28,"services","married","secondary","no",6,"yes","no","unknown",8,"may",667,1,-1,0,"unknown","no"
29302,34,"blue-collar","married","primary","no",-398,"yes","no","cellular",27,"feb",47,8,-1,0,"unknown","no"
29303,43,"technician","married","secondary","no",576,"no","no","cellular",2,"feb",229,1,-1,0,"unknown","no"
29304,49,"management","divorced","tertiary","no",112,"no","no","cellular",25,"aug",62,10,-1,0,"unknown","no"
29305,42,"management","married","tertiary","no",365,"yes","no","unknown",19,"may",49,2,-1,0,"unknown","no"
29306,38,"management","married","tertiary","no",12855,"yes","no","unknown",30,"may",417,1,-1,0,"unknown","no"
29307,30,"blue-collar","married","primary","no",-336,"no","no","cellular",10,"jul",128,6,-1,0,"unknown","no"
29308,36,"admin.","married","tertiary","no",828,"yes","no","unknown",29,"may",116,1,-1,0,"unknown","no"
29309,47,"blue-collar","married","primary","no",-287,"yes","no","cellular",13,"may",201,1,348,3,"failure","no"
29310,56,"unemployed","married","primary","no",3391,"no","no","cellular",21,"apr",243,1,-1,0,"unknown","yes"
29311,49,"management","married","tertiary","no",1,"yes","no","cellular",4,"may",7,4,-1,0,"unknown","no"
29312,36,"unemployed","divorced","tertiary","no",734,"no","no","cellular",19,"aug",276,2,-1,0,"unknown","no"
29313,32,"blue-collar","single","secondary","no",5252,"yes","no","cellular",20,"nov",232,2,183,2,"failure","no"
29314,28,"management","single","tertiary","no",185,"no","no","cellular",30,"jan",651,2,-1,0,"unknown","no"
29315,40,"technician","married","secondary","no",5811,"yes","no","cellular",18,"nov",172,1,-1,0,"unknown","no"
29316,58,"unknown","married","tertiary","no",4150,"no","no","unknown",6,"jun",363,1,-1,0,"unknown","no"
29317,59,"blue-collar","married","primary","no",416,"no","no","unknown",16,"jun",92,3,-1,0,"unknown","no"
29318,34,"technician","divorced","secondary","no",705,"yes","yes","cellular",2,"apr",249,1,-1,0,"unknown","no"
29319,42,"self-employed","divorced","tertiary","no",5331,"no","yes","cellular",31,"jul",135,3,-1,0,"unknown","no"
29320,33,"management","married","tertiary","no",1808,"no","no","cellular",28,"dec",250,3,-1,0,"unknown","yes"
